DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 15 AND `favorites`.`Type` = 'B'); args=(5, 15, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 13; args=(13,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 13; args=(13,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 13 AND `favorites`.`Type` = 'F'); args=(13, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 13 AND `favorites`.`Type` = 'B'); args=(13, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 13 AND `favorites`.`Type` = 'B'); args=(5, 13, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 13; args=(13,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 12 AND `favorites`.`Type` = 'F'); args=(5, 12, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 12 AND `favorites`.`Type` = 'B'); args=(5, 12, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE (`postlikes`.`ProfileId` = 5 AND `postlikes`.`PostId` = 12); args=(5, 12) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 12 AND `favorites`.`Type` = 'F'); args=(5, 12, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 12; args=(12,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 12; args=(12,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 12 AND `favorites`.`Type` = 'F'); args=(12, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 12 AND `favorites`.`Type` = 'B'); args=(12, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 12 AND `favorites`.`Type` = 'B'); args=(5, 12, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 12; args=(12,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 11 AND `favorites`.`Type` = 'F'); args=(5, 11, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 11 AND `favorites`.`Type` = 'B'); args=(5, 11, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE (`postlikes`.`ProfileId` = 5 AND `postlikes`.`PostId` = 11); args=(5, 11) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 11 AND `favorites`.`Type` = 'F'); args=(5, 11, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 11; args=(11,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 11; args=(11,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 11 AND `favorites`.`Type` = 'F'); args=(11, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 11 AND `favorites`.`Type` = 'B'); args=(11, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 11 AND `favorites`.`Type` = 'B'); args=(5, 11, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 11; args=(11,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 10 AND `favorites`.`Type` = 'F'); args=(5, 10, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 10 AND `favorites`.`Type` = 'B'); args=(5, 10, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE (`postlikes`.`ProfileId` = 5 AND `postlikes`.`PostId` = 10); args=(5, 10) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 10 AND `favorites`.`Type` = 'F'); args=(5, 10, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 10; args=(10,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 10; args=(10,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 10 AND `favorites`.`Type` = 'F'); args=(10, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 10 AND `favorites`.`Type` = 'B'); args=(10, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 10 AND `favorites`.`Type` = 'B'); args=(5, 10, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 10; args=(10,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.001) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 9 AND `favorites`.`Type` = 'F'); args=(5, 9, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 9 AND `favorites`.`Type` = 'B'); args=(5, 9, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE (`postlikes`.`ProfileId` = 5 AND `postlikes`.`PostId` = 9); args=(5, 9) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 9 AND `favorites`.`Type` = 'F'); args=(5, 9, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 9; args=(9,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 9; args=(9,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 9 AND `favorites`.`Type` = 'F'); args=(9, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 9 AND `favorites`.`Type` = 'B'); args=(9, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 9 AND `favorites`.`Type` = 'B'); args=(5, 9, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 9; args=(9,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 8 AND `favorites`.`Type` = 'F'); args=(5, 8, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 8 AND `favorites`.`Type` = 'B'); args=(5, 8, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE (`postlikes`.`ProfileId` = 5 AND `postlikes`.`PostId` = 8); args=(5, 8) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 8 AND `favorites`.`Type` = 'F'); args=(5, 8, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `postlikes`.`id`, `postlikes`.`PostId`, `postlikes`.`ProfileId`, `postlikes`.`CreateDate` FROM `postlikes` WHERE `postlikes`.`PostId` = 8; args=(8,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `comments`.`id`, `comments`.`PostId`, `comments`.`ProfileId`, `comments`.`Comment`, `comments`.`ParentCommentId`, `comments`.`CreateDate` FROM `comments` WHERE `comments`.`PostId` = 8; args=(8,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 8 AND `favorites`.`Type` = 'F'); args=(8, 'F') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`PostId` = 8 AND `favorites`.`Type` = 'B'); args=(8, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.001) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE (`favorites`.`ProfileId` = 5 AND `favorites`.`PostId` = 8 AND `favorites`.`Type` = 'B'); args=(5, 8, 'B') (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `favorites`.`id`, `favorites`.`PostId`, `favorites`.`ProfileId`, `favorites`.`Type`, `favorites`.`CreateDate` FROM `favorites` WHERE `favorites`.`PostId` = 8; args=(8,) (2016-02-03 10:28:14; utils.py:89)
DEBUG:django.db.backends: (0.000) SELECT `profiles`.`id`, `profiles`.`UserId`, `profiles`.`FirstName`, `profiles`.`LastName`, `profiles`.`Gender`, `profiles`.`Age`, `profiles`.`ProfilePhoto`, `profiles`.`Banner`, `profiles`.`Website`, `profiles`.`Bio`, `profiles`.`Type`, `profiles`.`Location`, `profiles`.`ReferalCode`, `profiles`.`DefaultPage`, `profiles`.`UpdateDate` FROM `profiles` WHERE `profiles`.`UserId` = 5; args=(5,) (2016-02-03 10:28:14; utils.py:89)
